idx,gid,rayon_id,rayon_en,rayon_ru,oblast_id,oblast_en,oblast_ru,country_id
542,234,3509250,Shahrinav,Шахринавский,3509,RPP,Районы Республиканского по,TJK
3934,238,1708212,Sharaf Rashidov,Шараф Рашидовск,1708,Djizakh,Джизакская,UZB
37,37,1724212,Bayaut,Баяутский,1724,Sirdarya,Сырдарьинская,UZB
3795,99,1724220,Gulistan,Гулистанский,1724,Sirdarya,Сырдарьинская,UZB
2776,4,3906217,Akdeli,Акдепинский,3906,Dashhovuz,Дашховузская,TKM
3873,177,1714204,Mingbulak,Мингбулакский,1714,Namangan,Наманганская,UZB
1721,181,1710234,Mubarek,Мубарекский,1710,Qashkadarya,Кашкадарьинская,UZB
3927,231,1724216,Sayhunabad,Сайхунабадский,1724,Sirdarya,Сырдарьинская,UZB
4513,201,1703232,Pahtaabad,Пахтаабадский,1703,Andijan,Андижанская,UZB
3246,166,1727233,Kuyichrchik,Куйичирчикский,1727,Tashkent region,Ташкентская,UZB
4605,293,1708218,Zaamin,Зааминский,1708,Djizakh,Джизакская,UZB
2963,191,3907221,Niyazov,Ниязовский,3907,Mary,Марыйская,TKM
2951,179,1724228,Mirzaabad,Мирзаабдский,1724,Sirdarya,Сырдарьинская,UZB
5000,72,5001011,Dawlat abad,Dawlat abad,5001,Balkh,Balkh,AFG
3271,191,3907221,Niyazov,Ниязовский,3907,Mary,Марыйская,TKM
3294,214,5003027,Qala-I-Zal,Qala-I-Zal,5003,Kunduz,Kunduz,AFG
1313,81,1735250,Ellikkala,Элликалинский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
3969,273,1730230,Uzbekistan,Узбекистанский,1730,Fergana,Ферганская,UZB
4566,254,1735230,Takhtakupyr,Тахтакупырский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
2113,265,1735233,Turtkul,Турткульский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
3929,233,1706258,Shafirkan,Шафирканский,1706,Bukhara,Бухарская,UZB
965,41,3303213,Bazar-Korgon,Базар-Коргонский,3303,Djalal-Abad,Джалал-Абадская,KGZ
3607,219,3509244,Rudaki,Рудакинский,3509,RPP,Районы Республиканского по,TJK
3984,288,1727259,Yangiyul,Янгиюльский,1727,Tashkent region,Ташкентская,UZB
4991,63,1727256,Chinaz,Чиназский,1727,Tashkent region,Ташкентская,UZB
2146,298,3306246,Kara-Kuldja,Кара-Кульджинский,3306,Osh,Ошская,KGZ
3820,124,1735218,Kanlykul,Канлыкульский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
5007,79,1708215,Dustlik,Дустликский,1708,Djizakh,Джизакская,UZB
3826,130,1712234,Karmana,Карманинский,1712,Navoi,Навоийская,UZB
3990,294,1708225,Zafarabad,Зафарабадский,1708,Djizakh,Джизакская,UZB
3733,37,1724212,Bayaut,Баяутский,1724,Sirdarya,Сырдарьинская,UZB
3088,8,3303204,Ala-Buka,Ала-Букинский,3303,Djalal-Abad,Джалал-Абадская,KGZ
381,73,1710212,Dekhanabad,Дехканабадский,1710,Qashkadarya,Кашкадарьинская,UZB
3789,93,3907209,Garagum,Гарагумский,3907,Mary,Марыйская,TKM
4747,127,1706220,Karaulbazar,Караулбазарский,1706,Bukhara,Бухарская,UZB
4218,214,5003027,Qala-I-Zal,Qala-I-Zal,5003,Kunduz,Kunduz,AFG
4535,223,3908220,Sakar,Сакарский,3908,Lebap,Лебапская,TKM
3938,242,1921232,Shielin,Шиелинский район,1921,Kyzylorda,Кызылординская,KAZ
4843,223,3908220,Sakar,Сакарский,3908,Lebap,Лебапская,TKM
2644,180,1708223,Mirzachul,Мирзачульский,1708,Djizakh,Джизакская,UZB
3090,10,5003022,Ali abad,Ali abad,5003,Kunduz,Kunduz,AFG
5069,141,3908229,Khalach,Халачский,3908,Lebap,Лебапская,TKM
3238,158,3502225,Kulob,Кулабский,3502,Khatlon,Хатлонская,TJK
2186,30,5004002,Baghlani Jadid,Baghlani Jadid,5004,Baghlan,Baghlan,AFG
3742,46,3906209,Boldumsaz,Болдумсазский,3906,Dashhovuz,Дашховузская,TKM
1205,281,3502218,Vose',Восейский,3502,Khatlon,Хатлонская,TJK
1390,158,3502225,Kulob,Кулабский,3502,Khatlon,Хатлонская,TJK
2858,86,5005029,Farkhar,Farkhar,5005,Takhar,Takhar,AFG
2052,204,1708228,Pakhtakor,Пахтакорский,1708,Djizakh,Джизакская,UZB
2006,158,3502225,Kulob,Кулабский,3502,Khatlon,Хатлонская,TJK
4391,79,1708215,Dustlik,Дустликский,1708,Djizakh,Джизакская,UZB
1975,127,1706220,Karaulbazar,Караулбазарский,1706,Bukhara,Бухарская,UZB
3977,281,3502218,Vose',Восейский,3502,Khatlon,Хатлонская,TJK
3151,71,5003024,Dashti Archi,Dashti Archi,5003,Kunduz,Kunduz,AFG
1281,49,1703209,Boz,Бозский,1703,Andijan,Андижанская,UZB
3835,139,3906213,Keneurgench,Кенеургенчский,3906,Dashhovuz,Дашховузская,TKM
4240,236,3502236,Shahrtuz,Шартузский,3502,Khatlon,Хатлонская,TJK
3776,80,3908208,Dyanev,Дяневский,3908,Lebap,Лебапская,TKM
4002,306,3907224,Sakarchagin,Сакарчягинский,3907,Mary,Марыйская,TKM
1522,290,3906205,Yilan,Йыланлыйский,3906,Dashhovuz,Дашховузская,TKM
830,214,5003027,Qala-I-Zal,Qala-I-Zal,5003,Kunduz,Kunduz,AFG
687,71,5003024,Dashti Archi,Dashti Archi,5003,Kunduz,Kunduz,AFG
214,214,5003027,Qala-I-Zal,Qala-I-Zal,5003,Kunduz,Kunduz,AFG
4075,71,5003024,Dashti Archi,Dashti Archi,5003,Kunduz,Kunduz,AFG
1885,37,1724212,Bayaut,Баяутский,1724,Sirdarya,Сырдарьинская,UZB
1417,185,5001015,Nahri Shahi,Nahri Shahi,5001,Balkh,Balkh,AFG
4415,103,3909202,Gyaver,Гяверсский,3909,Ahal,Ахалская,TKM
955,31,3909203,Bakher,Бахерденский,3909,Ahal,Ахалская,TKM
4885,265,1735233,Turtkul,Турткульский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
496,188,1714216,Naryn,Нарынский,1714,Namangan,Наманганская,UZB
4691,71,5003024,Dashti Archi,Dashti Archi,5003,Kunduz,Kunduz,AFG
5267,31,3909203,Bakher,Бахерденский,3909,Ahal,Ахалская,TKM
4782,162,1703220,Kurgantepa,Кургантепинский,1703,Andijan,Андижанская,UZB
4930,2,1724206,Akaltyn,Акалтынский,1724,Sirdarya,Сырдарьинская,UZB
180,180,1708223,Mirzachul,Мирзачульский,1708,Djizakh,Джизакская,UZB
4466,154,1710232,Kitab,Китабский,1710,Qashkadarya,Кашкадарьинская,UZB
2,2,1724206,Akaltyn,Акалтынский,1724,Sirdarya,Сырдарьинская,UZB
353,45,3502216,Bokhtar,Бохтарский,3502,Khatlon,Хатлонская,TJK
4222,218,1706242,Romitan,Ромитанский,1706,Bukhara,Бухарская,UZB
1611,71,5003024,Dashti Archi,Dashti Archi,5003,Kunduz,Kunduz,AFG
2668,204,1708228,Pakhtakor,Пахтакорский,1708,Djizakh,Джизакская,UZB
659,43,1735207,Beruniy,Берунийский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
5218,290,3906205,Yilan,Йыланлыйский,3906,Dashhovuz,Дашховузская,TKM
2843,71,5003024,Dashti Archi,Dashti Archi,5003,Kunduz,Kunduz,AFG
2060,212,5004007,Puli Khumri,Puli Khumri,5004,Baghlan,Baghlan,AFG
3307,227,1724226,Sardob,Сардобский,1724,Sirdarya,Сырдарьинская,UZB
3374,294,1708225,Zafarabad,Зафарабадский,1708,Djizakh,Джизакская,UZB
1534,302,1958247,Kentau,Кентау г.а.,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
2297,141,3908229,Khalach,Халачский,3908,Lebap,Лебапская,TKM
647,31,3909203,Bakher,Бахерденский,3909,Ahal,Ахалская,TKM
664,48,3908206,Boynyuzyn,Бойныузынский,3908,Lebap,Лебапская,TKM
1698,158,3502225,Kulob,Кулабский,3502,Khatlon,Хатлонская,TJK
4772,152,5005032,Khwaja Ghar,Khwaja Ghar,5005,Takhar,Takhar,AFG
1832,292,3502237,Yovon,Яванский,3502,Khatlon,Хатлонская,TJK
846,230,3908222,Sayat,Саятский,3908,Lebap,Лебапская,TKM
5293,57,5003023,Char Dara,Char Dara,5003,Kunduz,Kunduz,AFG
717,101,3907211,Gushgy,Гушгынский,3907,Mary,Марыйская,TKM
4541,229,1958237,Saryagash,Сарыагашский район,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
735,119,3909205,Kaki,Какинский,3909,Ahal,Ахалская,TKM
768,152,5005032,Khwaja Ghar,Khwaja Ghar,5005,Takhar,Takhar,AFG
789,173,3907214,Mary,Марыйский,3907,Mary,Марыйская,TKM
841,225,3909207,Sarah,Сарахский,3909,Ahal,Ахалская,TKM
2318,162,1703220,Kurgantepa,Кургантепинский,1703,Andijan,Андижанская,UZB
617,1,3502224,A.Dzhami,А.Джоми,3502,Khatlon,Хатлонская,TJK
698,82,3907208,Eloten,Елотенский,3907,Mary,Марыйская,TKM
709,93,3907209,Garagum,Гарагумский,3907,Mary,Марыйская,TKM
831,215,5006021,Qarqin,Qarqin,5006,Jawzjan,Jawzjan,AFG
642,26,3909206,Badaykhan,Бабадайханский,3909,Ahal,Ахалская,TKM
2698,234,3509250,Shahrinav,Шахринавский,3509,RPP,Районы Республиканского по,TJK
896,280,3907205,Vekilbazar,Векилбазарский,3907,Mary,Марыйская,TKM
2679,215,5006021,Qarqin,Qarqin,5006,Jawzjan,Jawzjan,AFG
662,46,3906209,Boldumsaz,Болдумсазский,3906,Dashhovuz,Дашховузская,TKM
4210,206,3503211,Panjakent,Пенджикентский,3503,Sogd,Согдийская,TJK
755,139,3906213,Keneurgench,Кенеургенчский,3906,Dashhovuz,Дашховузская,TKM
1426,194,3502211,Norak,Норакский,3502,Khatlon,Хатлонская,TJK
922,306,3907224,Sakarchagin,Сакарчягинский,3907,Mary,Марыйская,TKM
2693,229,1958237,Saryagash,Сарыагашский район,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
3277,197,1718235,Nurabad,Нурабадский,1718,Samarkand,Самаркандская,UZB
654,38,1958203,Baydibek,район Байдибека,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
879,263,3907232,Turkmengaly,Туркменгалынский,3907,Mary,Марыйская,TKM
1216,292,3502237,Yovon,Яванский,3502,Khatlon,Хатлонская,TJK
723,107,3908230,Hodjambaz,Ходжамбазский,3908,Lebap,Лебапская,TKM
1836,296,1708220,Zarbdar,Зарбдарский,1708,Djizakh,Джизакская,UZB
799,183,3907218,Murgap,Мургапский,3907,Mary,Марыйская,TKM
3485,97,3509240,Gissar,Гиссарский,3509,RPP,Районы Республиканского по,TJK
756,140,3908217,Kerki,Керкинский,3908,Lebap,Лебапская,TKM
1115,191,3907221,Niyazov,Ниязовский,3907,Mary,Марыйская,TKM
666,50,1735209,Bozatauz,Бозатаузский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
123,123,1712211,Kanimekh,Канимехский,1712,Navoi,Навоийская,UZB
722,106,5003036,Hazrati Imam,Hazrati Imam,5003,Kunduz,Kunduz,AFG
842,226,3502214,Sarband,Сарбандский,3502,Khatlon,Хатлонская,TJK
1111,187,1718218,Narpay,Нарпайский,1718,Samarkand,Самаркандская,UZB
1132,208,1727249,Parkent,Паркентский,1727,Tashkent region,Ташкентская,UZB
4201,197,1718235,Nurabad,Нурабадский,1718,Samarkand,Самаркандская,UZB
1120,196,1735225,Nukus,Нукусский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
4975,47,1727224,Bostanlyk,Бостанлыкский,1727,Tashkent region,Ташкентская,UZB
1079,155,3503206,Konibodom,Канибадамский,3503,Sogd,Согдийская,TJK
1692,152,5005032,Khwaja Ghar,Khwaja Ghar,5005,Takhar,Takhar,AFG
1028,104,3502227,Hamadoni,Хамадони,3502,Khatlon,Хатлонская,TJK
3753,57,5003023,Char Dara,Char Dara,5003,Kunduz,Kunduz,AFG
3134,54,1718206,Bulungur,Булунгурский,1718,Samarkand,Самаркандская,UZB
1123,199,1958207,Ordabasin,Ордабасынский район,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
1671,131,1710224,Karshi,Каршинский,1710,Qashkadarya,Кашкадарьинская,UZB
1039,115,3502221,Jilikul,Джиликульский,3502,Khatlon,Хатлонская,TJK
5014,86,5005029,Farkhar,Farkhar,5005,Takhar,Takhar,AFG
4286,282,1710250,Yakkabag,Яккабагский,1710,Qashkadarya,Кашкадарьинская,UZB
1201,277,3509237,Vahdat,Вахдатский,3509,RPP,Районы Республиканского по,TJK
2448,292,3502237,Yovon,Яванский,3502,Khatlon,Хатлонская,TJK
1075,151,3502219,Khuroson,Хуросонский,3502,Khatlon,Хатлонская,TJK
4532,220,3502223,Rumi,Руми,3502,Khatlon,Хатлонская,TJK
949,25,3503212,B.Ghafurov,Б.Гафуровский,3503,Sogd,Согдийская,TJK
3504,116,1706246,Jondor,Жондорский,1706,Bukhara,Бухарская,UZB
2665,201,1703232,Pahtaabad,Пахтаабадский,1703,Andijan,Андижанская,UZB
1277,45,3502216,Bokhtar,Бохтарский,3502,Khatlon,Хатлонская,TJK
1290,58,3908234,Chardjov,Чарджевский,3908,Lebap,Лебапская,TKM
2365,209,1718205,Pastdargom,Пастдаргомский,1718,Samarkand,Самаркандская,UZB
818,202,1718224,Paiaryk,Пайарыкский,1718,Samarkand,Самаркандская,UZB
5284,48,3908206,Boynyuzyn,Бойныузынский,3908,Lebap,Лебапская,TKM
3887,191,3907221,Niyazov,Ниязовский,3907,Mary,Марыйская,TKM
1166,242,1921232,Shielin,Шиелинский район,1921,Kyzylorda,Кызылординская,KAZ
5693,149,1735236,Khodjeyli,Ходжейлийский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
2376,220,3502223,Rumi,Руми,3502,Khatlon,Хатлонская,TJK
1834,294,1708225,Zafarabad,Зафарабадский,1708,Djizakh,Джизакская,UZB
4790,170,1958230,Mahtaaral,Махтааральский район,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
1625,85,1708235,Farish,Фаришский,1708,Djizakh,Джизакская,UZB
3578,190,1710235,Nishan,Нишанский,1710,Qashkadarya,Кашкадарьинская,UZB
413,105,1733220,Hazarasp,Хазараспский,1733,Khorezm,Хорезмская,UZB
3596,208,1727249,Parkent,Паркентский,1727,Tashkent region,Ташкентская,UZB
3654,266,1730221,Uchkuprik,Учкуприкский,1730,Fergana,Ферганская,UZB
4682,62,5001010,Chimtal,Chimtal,5001,Balkh,Balkh,AFG
3677,289,1730242,Yazyavan,Язъяванский,1730,Fergana,Ферганская,UZB
1821,281,3502218,Vose',Восейский,3502,Khatlon,Хатлонская,TJK
3478,90,1730231,Furkat,Фуркатский,1730,Fergana,Ферганская,UZB
3323,243,5001016,Sholgara,Sholgara,5001,Balkh,Balkh,AFG
3466,78,1722212,Djarkurgan,Джаркурганский,1722,Surkhandarya,Сурхандарьинская,UZB
3544,156,1733212,Koshkupyr,Кошкупырский,1733,Khorezm,Хорезмская,UZB
216,216,3502226,Qumsangir,Кумсангирский,3502,Khatlon,Хатлонская,TJK
1652,112,3503203,Jabbor Rasulov,Жаббор Расуловский,3503,Sogd,Согдийская,TJK
3464,76,1703211,Djalalkuduk,Джалалкудукский,1703,Andijan,Андижанская,UZB
3648,260,1722220,Termez,Термезский,1722,Surkhandarya,Сурхандарьинская,UZB
3551,163,1730206,Kushtepa,Куштепинский,1730,Fergana,Ферганская,UZB
4034,30,5004002,Baghlani Jadid,Baghlani Jadid,5004,Baghlan,Baghlan,AFG
3584,196,1735225,Nukus,Нукусский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
3593,205,3502231,Panj,Пянжский,3502,Khatlon,Хатлонская,TJK
3539,151,3502219,Khuroson,Хуросонский,3502,Khatlon,Хатлонская,TJK
3622,234,3509250,Shahrinav,Шахринавский,3509,RPP,Районы Республиканского по,TJK
3665,277,3509237,Vahdat,Вахдатский,3509,RPP,Районы Республиканского по,TJK
3500,112,3503203,Jabbor Rasulov,Жаббор Расуловский,3503,Sogd,Согдийская,TJK
3587,199,1958207,Ordabasin,Ордабасынский район,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
3503,115,3502221,Jilikul,Джиликульский,3502,Khatlon,Хатлонская,TJK
4762,142,5006035,Khamyab,Khamyab,5006,Jawzjan,Jawzjan,AFG
3543,155,3503206,Konibodom,Канибадамский,3503,Sogd,Согдийская,TJK
2399,243,5001016,Sholgara,Sholgara,5001,Balkh,Balkh,AFG
3650,262,1958246,Turkistan,Туркистан г.а.,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
3492,104,3502227,Hamadoni,Хамадони,3502,Khatlon,Хатлонская,TJK
5687,143,5003025,Khan Abad,Khan Abad,5003,Kunduz,Kunduz,AFG
3413,25,3503212,B.Ghafurov,Б.Гафуровский,3503,Sogd,Согдийская,TJK
3636,248,3503209,Spitamen,Спитаменский,3503,Sogd,Согдийская,TJK
3575,187,1718218,Narpay,Нарпайский,1718,Samarkand,Самаркандская,UZB
3391,3,1718203,Akdarya,Акдарьинский,1718,Samarkand,Самаркандская,UZB
3645,257,1718234,Taylak,Тайлакский,1718,Samarkand,Самаркандская,UZB
3684,296,1708220,Zarbdar,Зарбдарский,1708,Djizakh,Джизакская,UZB
3633,245,1735243,Shumanay,Шуманайский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
3634,246,1722226,Shurchi,Шурчинский,1722,Surkhandarya,Сурхандарьинская,UZB
3403,15,1703203,Andijan,Андижанский,1703,Andijan,Андижанская,UZB
3553,165,1730408,Kuvasay,Кувасайский,1730,Fergana,Ферганская,UZB
3555,167,1712216,Kyzyltepa,Кызылтепинский,1712,Navoi,Навоийская,UZB
3605,217,1730224,Rishtan,Риштанский,1730,Fergana,Ферганская,UZB
3418,30,5004002,Baghlani Jadid,Baghlani Jadid,5004,Baghlan,Baghlan,AFG
3404,16,1722202,Angor,Ангорский,1722,Surkhandarya,Сурхандарьинская,UZB
3491,103,3909202,Gyaver,Гяверсский,3909,Ahal,Ахалская,TKM
3439,51,1727228,Buka,Букинский,1727,Tashkent region,Ташкентская,UZB
4146,142,5006035,Khamyab,Khamyab,5006,Jawzjan,Jawzjan,AFG
3401,13,1722201,Altynsay,Алтынсайский,1722,Surkhandarya,Сурхандарьинская,UZB
3454,66,1730236,Dangara,Дангаринский,1730,Fergana,Ферганская,UZB
5071,143,5003025,Khan Abad,Khan Abad,5003,Kunduz,Kunduz,AFG
3488,100,1733208,Gurlen,Гурленский,1733,Khorezm,Хорезмская,UZB
1766,226,3502214,Sarband,Сарбандский,3502,Khatlon,Хатлонская,TJK
3626,238,1708212,Sharaf Rashidov,Шараф Рашидовск,1708,Djizakh,Джизакская,UZB
3823,127,1706220,Karaulbazar,Караулбазарский,1706,Bukhara,Бухарская,UZB
3441,53,1703237,Bulakbashi,Булакбашинский,1703,Andijan,Андижанская,UZB
3659,271,1727253,Urtachirchik,Уртачирчикский,1727,Tashkent region,Ташкентская,UZB
3410,22,1703224,Asaka,Асакинский,1703,Andijan,Андижанская,UZB
3657,269,1733217,Urgench,Ургенчский,1733,Khorezm,Хорезмская,UZB
2662,198,1712209,Nurata,Нуратинский,1712,Navoi,Навоийская,UZB
3679,291,1727239,Ykarichirchik,Юкаричирчикский,1727,Tashkent region,Ташкентская,UZB
3754,58,3908234,Chardjov,Чарджевский,3908,Lebap,Лебапская,TKM
3400,12,1703202,Altynkul,Алтынкульский,1703,Andijan,Андижанская,UZB
3565,177,1714204,Mingbulak,Мингбулакский,1714,Namangan,Наманганская,UZB
3487,99,1724220,Gulistan,Гулистанский,1724,Sirdarya,Сырдарьинская,UZB
3618,230,3908222,Sayat,Саятский,3908,Lebap,Лебапская,TKM
3499,111,1703214,Izbaskan,Избасканский,1703,Andijan,Андижанская,UZB
3440,52,1706207,Bukhara,Бухарский,1706,Bukhara,Бухарская,UZB
3512,124,1735218,Kanlykul,Канлыкульский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
2990,218,1706242,Romitan,Ромитанский,1706,Bukhara,Бухарская,UZB
3023,251,1724231,Syrdarya,Сырдарьинский,1724,Sirdarya,Сырдарьинская,UZB
3518,130,1712234,Karmana,Карманинский,1712,Navoi,Навоийская,UZB
3535,147,1733226,Khiva,Хивинский,1733,Khorezm,Хорезмская,UZB
1384,152,5005032,Khwaja Ghar,Khwaja Ghar,5005,Takhar,Takhar,AFG
3453,65,1714237,Chust,Чустский,1714,Namangan,Наманганская,UZB
3621,233,1706258,Shafirkan,Шафирканский,1706,Bukhara,Бухарская,UZB
1934,86,5005029,Farkhar,Farkhar,5005,Takhar,Takhar,AFG
3676,288,1727259,Yangiyul,Янгиюльский,1727,Tashkent region,Ташкентская,UZB
3619,231,1724216,Sayhunabad,Сайхунабадский,1724,Sirdarya,Сырдарьинская,UZB
3661,273,1730230,Uzbekistan,Узбекистанский,1730,Fergana,Ферганская,UZB
3397,9,1706204,Alat,Алатский,1706,Bukhara,Бухарская,UZB
4116,112,3503203,Jabbor Rasulov,Жаббор Расуловский,3503,Sogd,Согдийская,TJK
3526,138,1735212,Kegeyli,Кегейлийский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
3399,11,1730203,Altyaryk,Алтыарыкский,1730,Fergana,Ферганская,UZB
3443,55,1730212,Buvayda,Бувайдинский,1730,Fergana,Ферганская,UZB
1585,45,3502216,Bokhtar,Бохтарский,3502,Khatlon,Хатлонская,TJK
3394,6,1727206,Akkurgan,Аккурганский,1727,Tashkent region,Ташкентская,UZB
3625,237,1703230,Shakhrihan,Шахриханский,1703,Andijan,Андижанская,UZB
3664,276,1706212,Vabkent,Вабкентский,1706,Bukhara,Бухарская,UZB
3574,186,1714212,Namangan,Наманганский,1714,Namangan,Наманганская,UZB
3566,178,1710239,Mirishkor,Миришкорский,1710,Qashkadarya,Кашкадарьинская,UZB
3644,256,1730227,Tashlak,Ташлакский,1730,Fergana,Ферганская,UZB
4131,127,1706220,Karaulbazar,Караулбазарский,1706,Bukhara,Бухарская,UZB
3449,61,1735240,Chimbay,Чимбайский,1735,Karakalpakstan Republik,Республика Каракалпакстан,UZB
4890,270,1718236,Urgut,Ургутский,1718,Samarkand,Самаркандская,UZB
4996,68,3908205,Darganata,Дарганатынский,3908,Lebap,Лебапская,TKM
3628,240,1733230,Shavat,Шаватский,1733,Khorezm,Хорезмская,UZB
3484,96,1706215,Gijduvan,Гиждуваниский,1706,Bukhara,Бухарская,UZB
3552,164,1730218,Kuva,Кувинский,1730,Fergana,Ферганская,UZB
29,29,5004001,Baghlan City,Baghlan City,5004,Baghlan,Baghlan,AFG
3649,261,1714224,Turakurgan,Туракурганский,1714,Namangan,Наманганская,UZB
3656,268,1703217,Ulugnor,Улугнорский,1703,Andijan,Андижанская,UZB
3419,31,3909203,Bakher,Бахерденский,3909,Ahal,Ахалская,TKM
3416,28,1730209,Bagdad,Багадский,1730,Fergana,Ферганская,UZB
3482,94,3909204,Gekdeli,Гекдепинский,3909,Ahal,Ахалская,TKM
3506,118,1706219,Kagan,Каганский,1706,Bukhara,Бухарская,UZB
3603,215,5006021,Qarqin,Qarqin,5006,Jawzjan,Jawzjan,AFG
3534,146,1724235,Khavast,Хавастский,1724,Sirdarya,Сырдарьинская,UZB
4208,204,1708228,Pakhtakor,Пахтакорский,1708,Djizakh,Джизакская,UZB
3674,286,1733233,Yangibazar,Янгибазарский,1733,Khorezm,Хорезмская,UZB
3611,223,3908220,Sakar,Сакарский,3908,Lebap,Лебапская,TKM
3560,172,1703227,Markhamat,Мархаматский,1703,Andijan,Андижанская,UZB
3462,74,1722210,Denau,Денауский,1722,Surkhandarya,Сурхандарьинская,UZB
3522,134,1710237,Kasbiy,Касбийский,1710,Qashkadarya,Кашкадарьинская,UZB
3509,121,5001038,Kaldar,Kaldar,5001,Balkh,Balkh,AFG
4296,292,3502237,Yovon,Яванский,3502,Khatlon,Хатлонская,TJK
3494,106,5003036,Hazrati Imam,Hazrati Imam,5003,Kunduz,Kunduz,AFG
3540,152,5005032,Khwaja Ghar,Khwaja Ghar,5005,Takhar,Takhar,AFG
3651,263,3907232,Turkmengaly,Туркменгалынский,3907,Mary,Марыйская,TKM
3392,4,3906217,Akdeli,Акдепинский,3906,Dashhovuz,Дашховузская,TKM
3571,183,3907218,Murgap,Мургапский,3907,Mary,Марыйская,TKM
4527,215,5006021,Qarqin,Qarqin,5006,Jawzjan,Jawzjan,AFG
3528,140,3908217,Kerki,Керкинский,3908,Lebap,Лебапская,TKM
3446,58,3908234,Chardjov,Чарджевский,3908,Lebap,Лебапская,TKM
3561,173,3907214,Mary,Марыйский,3907,Mary,Марыйская,TKM
1739,199,1958207,Ordabasin,Ордабасынский район,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
3613,225,3909207,Sarah,Сарахский,3909,Ahal,Ахалская,TKM
1691,151,3502219,Khuroson,Хуросонский,3502,Khatlon,Хатлонская,TJK
3436,48,3908206,Boynyuzyn,Бойныузынский,3908,Lebap,Лебапская,TKM
3489,101,3907211,Gushgy,Гушгынский,3907,Mary,Марыйская,TKM
3507,119,3909205,Kaki,Какинский,3909,Ahal,Ахалская,TKM
5378,142,5006035,Khamyab,Khamyab,5006,Jawzjan,Jawzjan,AFG
3426,38,1958203,Baydibek,район Байдибека,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
3468,80,3908208,Dyanev,Дяневский,3908,Lebap,Лебапская,TKM
3694,306,3907224,Sakarchagin,Сакарчягинский,3907,Mary,Марыйская,TKM
3414,26,3909206,Badaykhan,Бабадайханский,3909,Ahal,Ахалская,TKM
4516,204,1708228,Pakhtakor,Пахтакорский,1708,Djizakh,Джизакская,UZB
3668,280,3907205,Vekilbazar,Векилбазарский,3907,Mary,Марыйская,TKM
466,158,3502225,Kulob,Кулабский,3502,Khatlon,Хатлонская,TJK
3527,139,3906213,Keneurgench,Кенеургенчский,3906,Dashhovuz,Дашховузская,TKM
4066,62,5001010,Chimtal,Chimtal,5001,Balkh,Balkh,AFG
3389,1,3502224,A.Dzhami,А.Джоми,3502,Khatlon,Хатлонская,TJK
3916,220,3502223,Rumi,Руми,3502,Khatlon,Хатлонская,TJK
3481,93,3907209,Garagum,Гарагумский,3907,Mary,Марыйская,TKM
3881,185,5001015,Nahri Shahi,Nahri Shahi,5001,Balkh,Balkh,AFG
3843,147,1733226,Khiva,Хивинский,1733,Khorezm,Хорезмская,UZB
3711,15,1703203,Andijan,Андижанский,1703,Andijan,Андижанская,UZB
3745,49,1703209,Boz,Бозский,1703,Andijan,Андижанская,UZB
894,278,3502217,Vakhsh,Вахшский,3502,Khatlon,Хатлонская,TJK
3901,205,3502231,Panj,Пянжский,3502,Khatlon,Хатлонская,TJK
3761,65,1714237,Chust,Чустский,1714,Namangan,Наманганская,UZB
3718,22,1703224,Asaka,Асакинский,1703,Andijan,Андижанская,UZB
3895,199,1958207,Ordabasin,Ордабасынский район,1958,South-Kazakhstan,Южно-Казахстанская,KAZ
3708,12,1703202,Altynkul,Алтынкульский,1703,Andijan,Андижанская,UZB
3868,172,1703227,Markhamat,Мархаматский,1703,Andijan,Андижанская,UZB
1386,154,1710232,Kitab,Китабский,1710,Qashkadarya,Кашкадарьинская,UZB
3772,76,1703211,Djalalkuduk,Джалалкудукский,1703,Andijan,Андижанская,UZB
3944,248,3503209,Spitamen,Спитаменский,3503,Sogd,Согдийская,TJK
3964,268,1703217,Ulugnor,Улугнорский,1703,Andijan,Андижанская,UZB
3876,180,1708223,Mirzachul,Мирзачульский,1708,Djizakh,Джизакская,UZB
